DateTime,Entries,UniqueIPs
1542055436,586,586
1542066432,583,583
1542077166,585,585
1542087344,585,585
1542097279,585,585
1542108171,582,582
1542119108,579,579
1542129657,579,579
1542140268,578,578
1542151344,578,578
1542160878,581,581
1542171581,582,582
1542182656,582,582
1542193324,580,580
1542204204,580,580
1542215780,578,578
1542226991,576,576
1542238221,573,573
1542248942,572,572
1542259821,571,571
1542269797,568,568
1542279391,569,569
1542290023,569,569
1542300661,570,570
1542310902,570,570
1542320454,568,568
1542342007,565,565
1542352787,562,562
1542364047,562,562
1542374788,561,561
1542385401,559,559
1542396318,558,558
1542407437,560,560
1542418414,560,560
1542429192,559,559
1542440109,559,559
1542451168,553,553
1542462229,554,554
1542472592,553,553
1542483424,545,545
1542494237,540,540
1542503612,542,542
1542514629,539,539
1542525756,539,539
1542536278,534,534
1542546371,534,534
1542557487,532,532
1542568204,529,529
1542579168,526,526
1542590137,527,527
1542601470,524,524
1542612333,523,523
1542623126,516,516
1542633971,513,513
1542644149,512,512
1542655448,513,513
1542666253,512,512
1542677306,512,512
1542688140,510,510
1542699009,506,506
1542709707,506,506
1542720622,504,504
1542731546,504,504
1542742358,504,504
1542753275,503,503
1542764141,499,499
1542773498,495,495
1542784401,495,495
1542795098,497,497
1542805785,499,499
1542816430,498,498
1542827198,494,494
1542836966,492,492
1542846477,489,489
1542856654,485,485
1542867362,487,487
1542878092,480,480
1542889052,481,481
1542899881,482,482
1542910726,480,480
1542921718,479,479
1542932589,480,480
1542942085,479,479
1542953253,481,481
1542963084,480,480
1542972828,477,477
1542983520,472,472
1543005417,474,474
1543016300,475,475
1543026698,477,477
1543037442,479,479
1543048352,481,481
1543059064,483,483
1543069486,480,480
1543079962,480,480
1543089189,478,478
1543099339,477,477
1543109858,473,473
1543120136,473,473
1543131066,472,472
1543142389,464,464
1543153105,462,462
1543164226,463,463
1543174770,463,463
1543185778,463,463
1543196674,462,462
1543207618,460,460
1543218805,460,460
1543228458,458,458
1543239420,454,454
1543250063,456,456
1543260665,456,456
1543282666,455,455
1543292950,455,455
1543303700,453,453
1543314845,451,451
1543325869,449,449
1543336563,447,447
1543347788,446,446
1543358630,446,446
1543369888,447,447
1543380588,448,448
1543391633,446,446
1543401314,449,449
1543412567,449,449
1543423261,450,450
1543433694,454,454
1543444502,457,457
1543455545,451,451
1543466550,450,450
1543477802,452,452
1543487178,453,453
1543498145,453,453
1543509045,452,452
1543519512,455,455
1543530659,455,455
1543541537,451,451
1543552584,452,452
1543562654,452,452
1543573730,448,448
1543584719,450,450
1543595525,448,448
1543606467,446,446
1543617239,440,440
1543627919,438,438
1543638967,438,438
1543649799,435,435
1543660686,430,430
1543671076,434,434
1543681493,434,434
1543692383,434,434
1543703509,437,437
1543714511,437,437
1543725291,435,435
1543736292,435,435
1543746661,433,433
1543757072,429,429
1543768325,430,430
1543779178,436,436
1543790011,434,434
1543800123,436,436
1543810867,439,439
1543821802,439,439
1543832533,437,437
1543842476,437,437
